n_nodes,influence,nodes
35,350.76,"[517, 1930, 1677, 1421, 408, 1052, 3485, 30, 286, 5540, 58, 699, 188, 1853, 190, 4543, 959, 6459, 322, 194, 4290, 1221, 2374, 1093, 713, 4811, 2380, 3406, 2384, 1622, 1374, 6121, 4330, 4979, 6263]"
44,384.54,"[517, 3853, 1421, 4367, 785, 408, 1052, 3485, 30, 286, 5540, 58, 955, 699, 1853, 4413, 190, 1728, 959, 322, 194, 4290, 1221, 2374, 1863, 1093, 713, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 4444, 2672, 5099, 6124, 5614, 760, 1018]"
25,330.16,"[385, 517, 1421, 408, 6553, 1052, 3485, 30, 286, 5540, 58, 6459, 188, 1853, 190, 4543, 959, 699, 322, 194, 4290, 1221, 2374, 1093, 1746]"
10,243.72,"[517, 1221, 2374, 6139, 785, 408, 699, 286, 1853, 30, 959]"
50,388.59,"[517, 1930, 1421, 1677, 408, 6553, 1052, 3485, 30, 286, 5540, 58, 699, 188, 1853, 4413, 190, 6720, 6459, 959, 322, 194, 955, 1221, 2374, 1863, 1093, 3911, 836, 2380, 3276, 3406, 2384, 1234, 2772, 469, 982, 1746, 4444, 4330, 5099, 6124, 5614, 4849, 755, 1909, 2805, 4599, 760, 1018]"
48,388.33,"[1930, 1421, 1677, 785, 408, 6553, 1052, 3485, 30, 286, 5540, 58, 955, 188, 1853, 4413, 190, 959, 699, 322, 194, 4290, 1221, 2374, 1863, 1093, 713, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 4444, 4330, 5099, 6124, 5614, 1728, 760, 6079, 1018, 2240]"
17,290.86,"[322, 1221, 1093, 517, 2374, 2345, 1853, 1421, 785, 408, 959, 1114, 6459, 190, 699, 30, 286]"
41,368.75,"[517, 1930, 1677, 1421, 408, 6553, 1052, 3485, 30, 286, 5540, 58, 6459, 188, 1853, 4413, 190, 6720, 699, 959, 322, 194, 955, 1221, 2374, 1863, 1093, 3911, 836, 2380, 3276, 3406, 2384, 1234, 1746, 469, 982, 4444, 4330, 5099, 6124]"
43,375.98,"[517, 3853, 1421, 785, 408, 1052, 3485, 30, 286, 5540, 58, 955, 699, 1853, 4413, 190, 1728, 959, 322, 194, 4290, 1221, 2374, 1863, 1093, 713, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 4444, 4330, 5099, 6124, 746, 1798]"
26,339.86,"[517, 1930, 1677, 1421, 408, 6553, 1052, 3485, 30, 286, 58, 699, 188, 1853, 4413, 190, 959, 955, 322, 194, 4290, 1221, 2374, 1863, 1093, 957]"
54,406.16,"[517, 1677, 1421, 785, 408, 6936, 6553, 1052, 3485, 30, 286, 5540, 2598, 58, 699, 6459, 1853, 4413, 190, 6720, 959, 322, 194, 955, 1221, 2374, 1863, 1093, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 1746, 4444, 4330, 5099, 6124, 5614, 4849, 755, 1909, 2805, 4599, 760, 1018, 5756, 5709]"
22,329.8,"[517, 3853, 1421, 4367, 785, 408, 1052, 3485, 30, 286, 5540, 58, 955, 3900, 1853, 4413, 190, 699, 959, 322, 1221, 2374, 1093]"
51,393.35,"[517, 1421, 1677, 785, 6792, 408, 6553, 1052, 3485, 30, 286, 5540, 2598, 58, 6459, 699, 1853, 4413, 190, 6720, 959, 322, 194, 955, 1221, 2374, 1093, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 1746, 4444, 4330, 5099, 6124, 5614, 4849, 755, 1909, 2805, 4599, 760, 1018]"
6,180.38,"[322, 2374, 408, 699, 30, 959]"
2,81.93,"[408, 2374]"
16,282.3,"[517, 1093, 1221, 3528, 2374, 1853, 1421, 785, 30, 408, 6459, 286, 699, 190, 959, 3514]"
53,398.53,"[1930, 1421, 1677, 785, 408, 6553, 1052, 3485, 30, 286, 5540, 2598, 58, 699, 6459, 1853, 4413, 190, 6720, 959, 322, 194, 955, 1221, 2374, 1863, 1093, 713, 3911, 836, 2380, 3276, 3406, 2384, 6482, 1234, 2772, 469, 982, 1746, 4444, 4330, 5099, 6124, 5614, 4849, 755, 1909, 2805, 4599, 760, 1018, 4379]"
30,350.34,"[517, 1421, 408, 6553, 1052, 3485, 30, 286, 5540, 58, 6459, 188, 1853, 190, 959, 699, 322, 194, 4290, 1221, 2374, 1093, 5062, 713, 4811, 2380, 3406, 2384, 6995, 747]"
37,368.71,"[517, 1930, 1421, 1677, 408, 1052, 3485, 30, 286, 5540, 58, 6459, 188, 1853, 190, 959, 6720, 699, 322, 194, 955, 1221, 2374, 1863, 1093, 713, 4811, 2380, 3406, 2384, 1622, 1374, 6121, 4330, 4979, 6263, 1527]"
36,360.86,"[517, 1930, 1421, 1677, 408, 1052, 3485, 30, 286, 58, 6459, 188, 1853, 190, 959, 6720, 699, 322, 194, 955, 1221, 2374, 1863, 1093, 3911, 836, 2380, 3276, 3406, 2384, 6482, 6995, 469, 4465, 5109, 1018]"
