n_nodes,influence,nodes
47,376.2,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 6061, 430, 1072, 4017, 818, 3379, 439, 57, 4410, 955, 59, 958, 190, 2497, 322, 961, 4801, 2374, 5191, 3912, 4297, 585, 3017, 1229, 5837, 5328, 469, 3677, 6622, 350, 4967, 2665, 236, 6383, 2934, 1274, 5243, 6399, 6228]"
43,369.85,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 6061, 430, 1072, 3379, 439, 4921, 954, 59, 4410, 955, 958, 190, 3905, 322, 961, 2374, 5191, 3912, 4297, 3017, 1229, 5837, 469, 3677, 6622, 350, 2665, 236, 1645, 6383, 5616, 1274, 5243, 6399, 5319]"
7,164.06,"[3712, 517, 2374, 775, 1421, 430, 1052, 958]"
58,401.12,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 548, 3622, 6061, 430, 1072, 4017, 818, 3379, 439, 57, 4410, 59, 955, 2108, 958, 190, 2497, 322, 961, 4801, 2374, 5191, 3912, 4297, 585, 3017, 1229, 5837, 2509, 5328, 1362, 469, 2523, 3677, 6622, 350, 478, 4063, 2531, 229, 4967, 5736, 2665, 236, 7020, 6383, 4210, 885, 1274, 3651]"
24,305.08,"[3712, 4356, 517, 775, 1421, 3089, 1687, 1052, 546, 430, 59, 955, 958, 190, 3905, 322, 961, 2497, 2374, 5191, 2665, 362, 236, 1274]"
21,295.65,"[3712, 4356, 517, 775, 1421, 3089, 1687, 1052, 546, 430, 59, 955, 958, 190, 3905, 322, 961, 2497, 2374, 5191, 2665, 6193]"
57,396.26,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 6061, 430, 1072, 818, 3379, 439, 4921, 4410, 955, 59, 57, 2108, 958, 190, 2497, 322, 961, 4801, 3651, 2374, 5191, 3912, 4297, 585, 3017, 1229, 5837, 2509, 5328, 1362, 469, 2523, 3677, 6622, 350, 478, 4063, 2531, 229, 4967, 5736, 2665, 236, 7020, 6383, 4210, 885, 1274, 1888]"
53,392.76,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 6061, 430, 1072, 4017, 818, 3379, 439, 57, 4410, 59, 955, 958, 190, 2497, 322, 961, 4801, 5058, 2374, 5191, 3912, 4297, 3017, 1229, 2509, 5328, 1362, 469, 2523, 3677, 6622, 350, 478, 4063, 2531, 229, 4967, 5736, 2665, 4329, 236, 7020, 6383, 4210, 1274]"
6,134.06,"[3712, 546, 2374, 775, 1274, 1052]"
22,298.91,"[3712, 4356, 517, 775, 6207, 1687, 1052, 546, 430, 955, 59, 190, 958, 3905, 322, 961, 2497, 2374, 5191, 2665, 362, 236, 1274]"
44,375.14,"[3712, 4356, 517, 775, 1421, 3089, 1687, 1052, 546, 430, 1072, 4017, 818, 3379, 439, 57, 4410, 59, 955, 1465, 958, 190, 2497, 322, 961, 4801, 2374, 5191, 3912, 4297, 3017, 914, 5837, 5328, 469, 3677, 6622, 350, 4967, 2665, 236, 6383, 1274, 5243, 6399]"
15,226.97,"[3712, 322, 4356, 955, 2374, 775, 1421, 6061, 430, 1072, 6129, 1687, 59, 1052, 958]"
29,324.95,"[3712, 4356, 517, 775, 1421, 785, 1687, 1052, 546, 430, 955, 6204, 59, 190, 958, 961, 322, 4801, 2374, 5191, 3677, 6622, 350, 4710, 2665, 236, 1274, 5243, 6399]"
32,338.21,"[3712, 4356, 517, 775, 1421, 1687, 2714, 1052, 546, 6061, 430, 1072, 4921, 59, 955, 958, 190, 961, 322, 4632, 2374, 5191, 469, 3677, 6622, 350, 4710, 2665, 236, 1274, 5243, 6399]"
8,170.77,"[3712, 322, 4356, 517, 2374, 775, 430, 1052, 958]"
11,200.03,"[3712, 4356, 517, 2374, 775, 955, 1421, 430, 1072, 6129, 1687, 1052]"
37,354.21,"[3712, 4356, 517, 775, 1421, 1687, 1178, 1052, 546, 430, 1072, 4921, 955, 2108, 59, 190, 958, 2497, 322, 961, 4801, 2374, 5191, 4297, 585, 3017, 2890, 5328, 469, 6622, 350, 2665, 236, 6383, 1274, 6399, 4733]"
49,386.41,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 430, 1072, 3379, 439, 57, 59, 955, 958, 190, 2497, 961, 322, 4801, 2374, 5191, 3912, 4297, 585, 3017, 1229, 5837, 2509, 5328, 1362, 469, 2523, 3677, 6622, 350, 478, 4063, 2531, 229, 4967, 5736, 2665, 236, 6383, 4210, 1145, 1018]"
50,388.53,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 430, 1072, 818, 3379, 439, 57, 59, 955, 958, 190, 2497, 961, 322, 4801, 2374, 5191, 3912, 4297, 585, 3017, 1229, 5837, 2509, 5328, 1362, 469, 2523, 6622, 350, 478, 4063, 2531, 229, 4967, 5736, 2665, 236, 7020, 6383, 4210, 885, 1274]"
4,90.22,"[3712, 2374, 775, 1274]"
20,282.12,"[3712, 4356, 517, 775, 1687, 1052, 546, 430, 6193, 59, 5820, 955, 958, 190, 3905, 322, 2497, 2374, 5191, 2665, 1334]"
2,62.21,"[3712, 2374]"
10,188.1,"[3712, 4356, 517, 2374, 775, 1421, 430, 1072, 6129, 1687, 1052]"
14,223.44,"[3712, 546, 322, 4356, 517, 2374, 775, 430, 1072, 6129, 1687, 59, 1052, 4305]"
27,312.15,"[3712, 4356, 517, 775, 1421, 785, 1687, 1052, 546, 430, 955, 6204, 59, 190, 958, 3905, 322, 961, 2374, 5191, 2637, 5736, 2665, 362, 236, 5623, 1274]"
19,274.37,"[3712, 4356, 517, 775, 1421, 3089, 1687, 1052, 430, 59, 955, 958, 190, 961, 322, 2497, 2374, 5191, 2665]"
13,213.9,"[3712, 322, 4356, 517, 2374, 1421, 430, 1072, 6129, 1687, 955, 1052, 958]"
38,358.72,"[3712, 4356, 517, 775, 1421, 1687, 1178, 1052, 546, 430, 1072, 4921, 59, 2108, 955, 958, 190, 2497, 322, 961, 4801, 2374, 5191, 4297, 585, 3017, 2890, 5328, 469, 6622, 350, 2665, 236, 6383, 1274, 4733, 6399, 1743]"
33,341.76,"[3712, 4356, 517, 775, 1421, 1687, 1052, 546, 3884, 430, 1072, 4017, 955, 59, 190, 958, 2497, 322, 961, 2374, 5191, 3017, 1229, 5837, 5328, 469, 3677, 350, 2665, 236, 1274, 5243, 6399]"
28,315.27,"[3712, 4356, 517, 775, 1421, 785, 1687, 1052, 546, 430, 59, 6204, 955, 958, 190, 3905, 322, 961, 2374, 5191, 2637, 5736, 2665, 362, 236, 5623, 1274, 2944]"
16,238.86,"[3712, 546, 322, 4356, 517, 2374, 775, 1421, 430, 1072, 6129, 1687, 59, 1052, 958, 1660]"
