n_nodes,influence,nodes
47,415.54,"[3712, 4225, 7, 144, 5780, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4165, 2374, 5191, 1221, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 4825, 5304, 2013, 4447, 6243, 1635, 3045, 6501, 1639, 2409, 4077, 4209, 3698, 1011, 885, 2422, 6263, 2683, 3708, 255]"
50,427.64,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 1457, 1714, 4151, 699, 60, 6464, 1345, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 4825, 6490, 2013, 4447, 6243, 1635, 3045, 6501, 1639, 2409, 4077, 4209, 3698, 1011, 885, 2422, 2683, 3708, 255]"
9,253.04,"[3712, 2374, 2013, 150, 1687, 408, 699, 60, 30, 1183]"
21,350.74,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 1183, 1065, 175, 1457, 699, 60, 4165, 2374, 5191, 2377, 2013, 2914]"
45,409.61,"[3712, 4225, 144, 1687, 408, 2201, 1052, 29, 30, 1183, 1065, 175, 1457, 698, 699, 60, 579, 4165, 2374, 5191, 2377, 4298, 3151, 1616, 4820, 4442, 2013, 4447, 2527, 6242, 6243, 100, 1635, 3045, 230, 3687, 2409, 1639, 1260, 6538, 4209, 3698, 2422, 6263, 2683, 255]"
3,102.09,"[699, 2013, 1687]"
15,293.38,"[3712, 1145, 2374, 5191, 5034, 60, 2641, 1687, 408, 2201, 699, 1052, 2013, 30, 1183]"
24,355.88,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4558, 2374, 5191, 2377, 4298, 3151, 1743, 6490, 2013]"
36,385.75,"[3712, 4225, 7, 144, 5780, 1687, 408, 664, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 4820, 6490, 2013, 4447, 1635, 100, 3045, 230, 3687, 1639, 2347]"
26,368.74,"[3712, 4225, 7, 144, 5780, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 1743, 6490, 2013, 230, 3687]"
25,358.44,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 30, 414, 1183, 1065, 699, 60, 4165, 2374, 5191, 2377, 4298, 3151, 1743, 6490, 2013, 3387]"
10,269.19,"[3712, 2374, 5191, 60, 2863, 408, 699, 1052, 2013, 30, 1183]"
40,408.46,"[3712, 4225, 7, 144, 1687, 408, 795, 1052, 29, 414, 30, 1183, 1065, 1457, 1714, 4151, 699, 60, 4165, 1221, 2374, 5191, 2377, 4298, 3151, 1616, 1743, 5071, 2257, 6490, 2013, 4447, 6243, 1635, 3045, 230, 3687, 1639, 2409, 1260]"
