heuristic,model,graph,seed,spread,community,fairness,budget,time
GDD,IC,gnutella_di,8,1.0,0.6461915127720913,0.6365225832066062,0.5831854972460137,0.637765034139125
GDD,IC,gnutella_di,9,1.0,0.6458392477115728,0.63667531591064,0.5826644826224625,0.6335392950163539
GDD,IC,lastfm_un,0,1.0,0.561785416350051,0.5123160957229788,0.7608076369859483,0.03015711041250068
GDD,IC,lastfm_un,1,1.0,0.5617530189167869,0.5122109238088233,0.7617221402094939,0.055082199356712644
GDD,IC,lastfm_un,2,1.0,0.5624812156085042,0.5123406468801462,0.7606969895476929,0.04176201305889994
GDD,IC,lastfm_un,3,1.0,0.5625199805181446,0.5122576588518767,0.7613225219513653,0.031664578499230295
GDD,IC,lastfm_un,4,1.0,0.5614880008210271,0.512097175625884,0.7626549748425607,0.0678571507164837
GDD,IC,lastfm_un,5,1.0,0.562087333770459,0.5122668348669714,0.7614426440423299,0.0317619399480983
GDD,IC,lastfm_un,6,1.0,0.5622229807982314,0.5122781624105703,0.7609633637141413,0.06654717929022227
GDD,IC,lastfm_un,7,1.0,0.5613686871137268,0.5122720883845493,0.7611911112680673,0.0717271183756693
GDD,IC,lastfm_un,8,1.0,0.5614923968667414,0.5122783595608719,0.7611530241387887,0.031536339604758955
GDD,IC,lastfm_un,9,1.0,0.5620223592150626,0.5122183097427924,0.7614504934496108,0.03197096975796395
GDD,IC,wiki-vote_di,0,1.0,0.9487836041584177,0.911992950582171,0.8874604876482807,0.13689519607386913
GDD,IC,wiki-vote_di,1,1.0,0.9492627715899639,0.9121923365619529,0.886525088422086,0.10894111968737609
GDD,IC,wiki-vote_di,2,1.0,0.9489084766774073,0.9120283210295419,0.8870551708730956,0.11089729145285977
GDD,IC,wiki-vote_di,3,1.0,0.9486933136766433,0.9119582240310773,0.887699069866572,0.10461456609557783
GDD,IC,wiki-vote_di,4,1.0,0.9484255518868977,0.911985428704717,0.8874582667187584,0.09643745639241647
GDD,IC,wiki-vote_di,5,1.0,0.9490958191892515,0.9119548204439085,0.8873502457890777,0.09650321954099722
GDD,IC,wiki-vote_di,6,1.0,0.9487426183434786,0.9119759331080332,0.8877936603369947,0.11490431609710217
GDD,IC,wiki-vote_di,7,1.0,0.9490297979312465,0.9120871261218774,0.8869537431100171,0.10060966447632898
GDD,IC,wiki-vote_di,8,1.0,0.9489641773537941,0.912043288992494,0.8872114887415024,0.12089995680103509
GDD,IC,wiki-vote_di,9,1.0,0.9489697322889384,0.9119365679417377,0.8875667257273722,0.11488832299211464
GDD,IC,CA-HepTh_un,0,1.0,0.4922920813032944,0.484700404604435,0.7153609557812796,0.21668493105938658
GDD,IC,CA-HepTh_un,1,1.0,0.49232331461356377,0.48462599083334273,0.715717966188377,0.21828372914274918
GDD,IC,CA-HepTh_un,2,1.0,0.4915554954770578,0.4847838002790236,0.7148539114186797,0.21688478261389765
GDD,IC,CA-HepTh_un,3,1.0,0.4936458871455087,0.48471619717714287,0.7151526049257233,0.21898056766400614
GDD,IC,CA-HepTh_un,4,1.0,0.4921263687537434,0.48459026982740117,0.7158809126218846,0.21763105154829532
GDD,IC,CA-HepTh_un,5,1.0,0.4923705172585703,0.4846294248448931,0.7156454489324472,0.21604280888883218
GDD,IC,CA-HepTh_un,6,1.0,0.4922434946432919,0.4847688363712593,0.7147123298727508,0.21565385160744524
GDD,IC,CA-HepTh_un,7,1.0,0.49169815899232444,0.48450737440270225,0.7165807858717517,0.21751656608413808
GDD,IC,CA-HepTh_un,8,1.0,0.49392066632136367,0.48477079579262594,0.7146055655016096,0.2179424917074491
GDD,IC,CA-HepTh_un,9,1.0,0.49177320419760606,0.4847716379056164,0.7149001087337213,0.21715120172987867
