heuristic,model,graph,seed,spread,community,fairness,budget,time
GDD,WC,gnutella_di,0,0.1642953960946182,0.14329488740924895,0.10437367476999218,0.1095175420758016,0.005373891093824415
GDD,WC,gnutella_di,1,0.16394591204953163,0.14300342733198862,0.10413208506676999,0.10933395079959227,0.005338164788061596
GDD,WC,gnutella_di,2,0.16394762660739806,0.1430365785111049,0.10416632905070962,0.10914841067390883,0.010136481981266866
GDD,WC,gnutella_di,3,0.16386980473090967,0.14295967189794057,0.10411077017702434,0.1091170520327503,0.006432662327353546
GDD,WC,gnutella_di,4,0.16417191617717095,0.14321766587783166,0.1042681367564542,0.10958965882536924,0.00936093030639784
GDD,WC,gnutella_di,5,0.16414375297666295,0.14320805213319437,0.10429330673743296,0.10929280892767099,0.0035453246547070957
GDD,WC,gnutella_di,6,0.16416564534053024,0.14325675045668587,0.10430823413775778,0.10935785551507697,0.005267636132719479
GDD,WC,gnutella_di,7,0.1640470392125734,0.14315477736803878,0.10418683192939476,0.1094666951414576,0.007727477377361484
GDD,WC,gnutella_di,8,0.16427226543895856,0.14338792896272023,0.10433480319150437,0.109572921149569,0.0076088394983330684
GDD,WC,gnutella_di,9,0.16403170344499124,0.14316784910130242,0.1041996937883046,0.10932371957994211,0.0115175392919511
GDD,WC,lastfm_un,0,0.18800360703043012,0.11984305095110864,0.07531408108732329,0.1329520572606344,0.002262067156348373
GDD,WC,lastfm_un,1,0.18769619622245534,0.11956447653401836,0.07517727354237976,0.13305264247510973,0.0044179459601259175
GDD,WC,lastfm_un,2,0.18773342077649524,0.11959388099550941,0.07519905501001403,0.13287949076166938,0.0045816920251836295
GDD,WC,lastfm_un,3,0.18754257607555086,0.11930255927305919,0.07512063502067778,0.132864665568811,0.004420587618048268
GDD,WC,lastfm_un,4,0.1878045251836306,0.11953127505349123,0.0752183264822557,0.1330799441052751,0.004470797481636935
GDD,WC,lastfm_un,5,0.18759421563483739,0.11931554050399497,0.07513233057991944,0.13293824241164065,0.004462313746065057
GDD,WC,lastfm_un,6,0.18774476652675762,0.11950133350861031,0.07519853361290865,0.13296980665943264,0.004335605981112276
GDD,WC,lastfm_un,7,0.18775236096537254,0.11948920398404086,0.07521057490758112,0.13284550820999083,0.004485120671563482
GDD,WC,lastfm_un,8,0.18764034627492132,0.11966940358898681,0.07515619011079308,0.1328754404653636,0.0045860571878279105
GDD,WC,lastfm_un,9,0.18758373557187824,0.11955958396415614,0.07512993324842795,0.13285694978267062,0.0043423583420776485
GDD,WC,wiki-vote_di,0,0.06940762807812058,0.06603839323228478,0.06429253845710592,0.05098200682446198,0.013881525615624113
GDD,WC,wiki-vote_di,1,0.0693902632323804,0.06600267321870582,0.06428240174895919,0.05098276842484849,0.015213461647325215
GDD,WC,wiki-vote_di,2,0.06937962071893576,0.06597474232619942,0.06427045888906499,0.05092635332368814,0.01514679875459949
GDD,WC,wiki-vote_di,3,0.0693300028304557,0.06589495068329976,0.06421239029399053,0.05088644507991129,0.015181879422587034
GDD,WC,wiki-vote_di,4,0.06939920747240307,0.06595673123445726,0.06427659313807055,0.05099421727352341,0.015201098216812906
GDD,WC,wiki-vote_di,5,0.06936943107840361,0.06594866885428881,0.06425913174113554,0.05090092545658584,0.015171367110104722
GDD,WC,wiki-vote_di,6,0.06928608831021794,0.06585947458478295,0.06417743222404512,0.05085496359876819,0.0150610104726861
GDD,WC,wiki-vote_di,7,0.0693750495329748,0.06597102604689524,0.06426102341707689,0.05094221475809063,0.015222589866968577
GDD,WC,wiki-vote_di,8,0.06935110387772433,0.06591651573168539,0.06424006915521022,0.05094957154664558,0.015081089725445798
GDD,WC,wiki-vote_di,9,0.06944191904896689,0.06607975714305939,0.0643340283572466,0.050985579257602,0.015262003962637985
GDD,WC,CA-HepTh_un,0,0.0875082542255152,0.052578251714372415,0.0333718583899084,0.05994012628747875,0.002842035193331789
GDD,WC,CA-HepTh_un,1,0.08752227367446169,0.052628895986291634,0.03337567258259369,0.0599755578159631,0.0020350266265339195
GDD,WC,CA-HepTh_un,2,0.08743894420004632,0.05253020287251608,0.03334603772674061,0.059906792234131416,0.0026740426024542715
GDD,WC,CA-HepTh_un,3,0.08741526973836536,0.052490000395893355,0.033336092866454725,0.05990489233737905,0.003381961102106968
GDD,WC,CA-HepTh_un,4,0.0875167862931234,0.052581820574570816,0.03336746521163041,0.06003691063061384,0.003654651539708265
GDD,WC,CA-HepTh_un,5,0.08732976383422084,0.052446187106477776,0.03330955545527392,0.05977415307461743,0.0042306714517249345
GDD,WC,CA-HepTh_un,6,0.0874812919657328,0.052505222483969036,0.03337094575983265,0.05984165142587467,0.003416017596665894
GDD,WC,CA-HepTh_un,7,0.08751920583468396,0.052534808815379565,0.033366541056347475,0.06004475170198515,0.004595119240564945
GDD,WC,CA-HepTh_un,8,0.08756045380875203,0.05256408926314614,0.033395817894407646,0.059933542553927716,0.005902083815698077
GDD,WC,CA-HepTh_un,9,0.08754959481361424,0.05259724519011995,0.03339839488737345,0.05986337356366876,0.005588837693910626
